Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/26/09 22:45;Product1;1200;Amex;Anjan;Tokyo;Tokyo;Japan;5/15/08 19:33;2/25/09 17:34;35.685;1.397.513.889
1/25/09 18:33;Product1;1200;Mastercard;Sarah;Manteno                     ;IL;United States;1/25/09 15:56;2/25/09 19:27;4.125.056;-8.783.139
1/16/09 6:13;Product1;1200;Mastercard;Niamh;Benoni;Gauteng;South Africa;1/16/09 5:22;2/25/09 23:19;-261.833.333;283.166.667
01/12/2009 17:19;Product2;3600;Diners;elizabeth r;Winter Haven                ;FL;United States;01/12/2009 16:18;2/26/09 0:42;2.802.194;-8.173.306
01/02/2009 04:21;Product1;1200;Visa;Elaine;Tranby;Buskerud;Norway;7/30/07 11:42;2/26/09 3:18;598.166.667;10.25
01/05/2009 03:03;Product1;1200;Diners;Elizabeth;Cork;Cork;Ireland;5/21/08 7:50;2/26/09 4:05;518.986.111;-84.958.333
1/15/09 15:22;Product1;1200;Visa;Sara;Fort Lauderdale             ;FL;United States;01/06/2009 18:19;2/26/09 5:52;2.612.194;-8.014.361
1/26/09 5:38;Product2;3600;Amex;Tulin;Cranberry Twp               ;PA;United States;9/28/08 19:40;2/26/09 6:04;4.069.472;-8.013.111
1/24/09 10:38;Product1;1200;Visa;Kenneth;Arlington                   ;VA;United States;1/24/09 9:27;2/26/09 6:08;3.889.028;-7.708.444
01/02/2009 07:30;Product1;1200;Mastercard;Fiona;Lake Ronkonkoma;NY;United States;10/27/08 0:00;2/26/09 6:14;40.835;-7.313.167
1/26/09 6:38;Product1;1200;Visa;Christian;Alexandria                  ;VA;United States;1/25/09 10:13;2/26/09 7:16;3.880.472;-7.704.722
1/17/09 7:56;Product3;7500;Diners;Michel;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384.666.667;14.95
1/17/09 7:58;Product3;7500;Diners;natalie;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384.666.667;14.95
1/18/09 4:32;Product1;1200;Diners;jure;Lipari;Sicilia;Italy;1/17/09 7:25;2/26/09 7:32;384.666.667;14.95
1/26/09 8:00;Product1;1200;Amex;Elizabeth ;Bluffton                    ;SC;United States;1/23/09 11:12;2/26/09 7:49;3.223.694;-8.086.056
01/11/2009 08:41;Product1;1200;Amex;Juliann;Winter Spgs                 ;FL;United States;01/08/2008 07:24;2/26/09 8:17;2.869.861;-8.130.833
1/21/09 10:32;Product1;1200;Mastercard;Julie ;Chelmsford                  ;MA;United States;5/23/07 11:55;2/26/09 8:38;4.259.972;-7.136.778
1/29/09 12:27;Product1;1200;Mastercard;philippa katherine;Cabinteely;Dublin;Ireland;11/08/2006 04:50;2/26/09 10:09;532.594.444;-61.447.222
1/13/09 13:19;Product2;3600;Mastercard;Anthony;Toronto;Ontario;Canada;3/16/06 19:11;2/26/09 11:19;436.666.667;-794.166.667
1/31/09 18:12;Product1;1200;Visa;matthew;Cincinnati                  ;OH;United States;04/02/2006 11:49;2/26/09 12:03;3.916.194;-8.445.694
1/22/09 15:35;Product1;1200;Visa;Steven;Houston                     ;TX;United States;2/24/08 16:57;2/26/09 12:06;2.976.306;-9.536.306
01/05/2009 11:24;Product1;1200;Amex;Angie;Rodeo                       ;CA;United States;1/25/08 16:50;2/26/09 12:15;3.801.722;-1.222.875
1/23/09 11:23;Product1;1200;Mastercard;Lauren;Poughkeepsie                ;NY;United States;8/26/08 9:37;2/26/09 12:17;4.170.028;-7.392.139
01/07/2009 20:55;Product1;1200;Mastercard;Esther;Cincinnati                  ;OH;United States;01/07/2009 20:25;2/26/09 12:24;3.916.194;-8.445.694
1/13/09 9:40;Product1;1200;Visa;Elizabeth;North Eastham               ;MA;United States;1/26/05 19:09;2/26/09 12:45;41.865;-6.999.167
1/25/09 15:18;Product2;3600;Visa;marie-louise;Sitka                       ;AK;United States;03/02/2008 15:27;2/26/09 12:58;5.705.306;#FIELD!
1/30/09 20:58;Product2;3600;Mastercard;Tanya;Carcross;Yukon Territory;Canada;1/30/09 14:05;2/26/09 13:06;601.833.333;-1.347.166.667
1/31/09 4:50;Product1;1200;Mastercard;Detlev;Taby;Stockholm;Sweden;01/12/2009 01:03;2/26/09 13:12;59.5;18.05
1/20/09 10:05;Product2;3600;Visa;Stephen;Calgary;Alberta;Canada;01/09/2009 10:36;2/26/09 13:28;510.833.333;-1.140.833.333
01/09/2009 05:15;Product1;1200;Visa;Roza;Alcobendas;Madrid;Spain;09/09/2008 09:08;2/26/09 14:24;405.333.333;-36.333.333
1/13/09 7:09;Product2;3600;Amex;John;Chicago                     ;IL;United States;01/08/2009 13:49;2/26/09 15:14;41.85;#FIELD!
01/03/2009 11:03;Product1;1200;Mastercard;paula;Sammamish                   ;WA;United States;01/01/2009 22:43;2/26/09 15:30;4.764.194;-12.207.917
1/17/09 20:51;Product1;1200;Visa;Kathryn;Waiau Pa;Auckland;New Zealand;01/06/2009 21:52;2/26/09 16:19;-371.333.333;174.75
01/05/2009 07:55;Product1;1200;Mastercard;Isabelle;Ewa Beach                   ;HI;United States;12/31/08 7:40;2/26/09 17:47;2.131.556;-15.800.722
1/25/09 14:40;Product1;1200;Visa;Maureen;Statesville                 ;NC;United States;1/25/09 13:52;2/26/09 18:38;357.825;-808.875
1/25/09 17:55;Product1;1200;Visa;David;Kapaa                       ;HI;United States;1/24/09 12:18;2/26/09 20:21;2.207.833;-15.932.194
01/03/2009 12:54;Product1;1200;Diners;caterina;Burbank                     ;CA;United States;12/30/08 8:39;2/26/09 20:22;3.418.083;-11.830.806
1/22/09 3:57;Product2;3600;Mastercard;Parth;Oegstgeest;Zuid-Holland;Netherlands;1/20/09 14:36;2/27/09 1:59;521.833.333;44.666.667
1/23/09 5:11;Product1;1200;Visa;Alexia;Blackrock;Dublin;Ireland;7/15/08 7:20;2/27/09 4:00;533.030.556;-61.830.556
1/25/09 11:52;Product2;3600;Mastercard;Gloria Gail ;WalcProduct3ee;Tyrol;Austria;1/25/09 5:03;2/27/09 5:37;47.65;123.166.667
01/10/2009 04:12;Product1;1200;Visa;Gloria Gail ;Foxrock;Dublin;Ireland;01/07/2009 07:39;2/27/09 6:33;532.666.667;-61.741.667
01/10/2009 09:32;Product2;3600;Mastercard;Cheryl;Hilton Head                 ;SC;United States;01/10/2005 21:39;2/27/09 7:33;3.221.611;-8.075.278
1/22/09 12:45;Product3;7500;Visa;Frank and Christelle;Valley Center               ;CA;United States;1/22/09 10:25;2/27/09 10:49;3.321.833;-11.703.333
01/06/2009 18:11;Product2;3600;Mastercard;Triona;Swampscott                  ;MA;United States;06/09/2006 08:57;2/27/09 13:00;4.247.083;-7.091.806
1/19/09 5:56;Product1;1200;Visa;Allison;Edinburgh;Scotland;United Kingdom;7/27/08 11:58;2/27/09 14:35;55.95;#FIELD!
1/25/09 10:50;Product1;1200;Diners;Phillip;San Antonio                 ;TX;United States;5/29/08 19:51;2/27/09 14:44;2.942.389;-9.849.333
1/14/09 8:38;Product1;1200;Visa;jingyan;Bristol                     ;RI;United States;03/12/2007 15:14;2/27/09 17:13;4.167.694;-7.126.667
01/02/2009 17:24;Product2;3600;Diners;clara;Perth;Western Australia;Australia;01/01/2009 21:20;2/27/09 18:43;-319.333.333;1.158.333.333
01/07/2009 18:15;Product1;1200;Mastercard;Selma;Greenville                  ;TX;United States;01/05/2009 18:16;2/27/09 19:07;3.313.833;-9.611.056
01/03/2009 21:19;Product1;1200;Visa;Doug and Tina;Pls Vrds Est                ;CA;United States;12/24/07 22:59;2/27/09 21:40;3.380.056;-11.838.917
01/04/2009 05:13;Product1;1200;Visa;Lauren;Hradec Kralove;East Bohemia;Czech Republic;03/05/2006 00:51;2/27/09 23:30;502.116.667;158.441.667
01/04/2009 09:28;Product1;1200;Visa;Jen;Maidstone;England;United Kingdom;7/18/05 14:17;2/28/09 2:28;512.666.667;0.5166667
01/02/2009 04:34;Product1;1200;Visa;gladys;Saint Albans;England;United Kingdom;01/10/2006 04:20;2/28/09 3:43;51.75;#FIELD!
1/22/09 11:10;Product1;1200;Mastercard;Gustavo;Voluntari;Bucuresti;Romania;7/28/08 11:12;2/28/09 7:52;444.666.667;261.333.333
01/07/2009 12:06;Product1;1200;Visa;Erica;Nadur; ;Malta;3/30/06 2:02;2/28/09 7:59;360.377.778;142.941.667
1/29/09 13:25;Product1;1200;Diners;Hale;Morrison                    ;CO;United States;11/03/2005 18:14;2/28/09 8:27;3.965.361;-10.519.056
1/27/09 2:57;Product1;1200;Visa;Rosemary;Cobham;England;United Kingdom;1/27/09 2:50;2/28/09 9:22;513.833.333;0.4
01/07/2009 13:19;Product1;1200;Visa;Darian;Izmir;Izmir;Turkey;8/26/08 7:33;2/28/09 9:54;384.072.222;271.502.778
1/23/09 10:04;Product1;1200;Mastercard;Kevin;Hollywood                   ;CA;United States;5/30/06 20:25;2/28/09 9:59;3.409.833;-11.832.583
1/19/09 4:55;Product1;1200;Visa;Alyssa;Brighton;England;United Kingdom;2/19/08 9:27;2/28/09 10:06;508.333.333;#FIELD!
1/28/09 22:02;Product1;1200;Visa;Hale;Hawera;Taranaki;New Zealand;1/23/09 22:31;2/28/09 12:43;-395.916.667;1.742.833.333
01/04/2009 18:57;Product1;1200;Mastercard;KELI;Worongary;Queensland;Australia;12/23/08 15:17;2/28/09 14:00;#FIELD!;153.35
01/12/2009 20:31;Product1;1200;Visa;Glen;Atlantida;Guatemala;Guatemala;01/06/2009 16:53;2/28/09 14:39;14.65;-904.833.333
1/24/09 12:00;Product1;1200;Visa;T;El Escorial;Madrid;Spain;12/30/08 15:19;2/28/09 15:17;405.833.333;-41.166.667
1/28/09 11:19;Product1;1200;Visa;christal;Morrison                    ;CO;United States;6/20/04 17:16;2/28/09 17:18;3.965.361;-10.519.056
01/07/2009 17:48;Product1;1200;Mastercard;Alex;Augusta                     ;GA;United States;06/10/2005 20:25;2/28/09 19:57;3.351.722;-8.207.583
1/23/09 12:42;Product2;3600;Mastercard;Anke;Avalon;New South Wales;Australia;03/03/2008 17:38;2/28/09 22:26;-336.333.333;1.513.333.333
01/07/2009 19:48;Product2;3600;Mastercard;TRICIA;Sydney;New South Wales;Australia;9/21/08 20:49;03/01/2009 00:14;-338.833.333;1.512.166.667
1/26/09 11:19;Product1;1200;Mastercard;smith;Lahti;Etela-Suomen Laani;Finland;01/04/2009 05:25;03/01/2009 00:39;609.666.667;256.666.667
01/05/2009 13:23;Product1;1200;Visa;Macy;Inner City;Vienna;Austria;01/05/2009 11:28;03/01/2009 02:28;482.166.667;163.666.667
1/26/09 13:41;Product1;1200;Mastercard;Lesleigh;Baden;Aargau;Switzerland;10/23/05 9:23;03/01/2009 03:11;474.666.667;8.3
1/20/09 10:42;Product2;3600;Diners;esther;Huddersfield;England;United Kingdom;1/20/09 9:15;03/01/2009 03:29;53.65;-17.833.333
1/22/09 14:25;Product1;1200;Visa;Hans-Joerg;Belfast;Northern Ireland;United Kingdom;11/10/2008 12:15;03/01/2009 03:37;545.833.333;-59.333.333
1/28/09 5:36;Product2;3600;Visa;Christiane;Black River;Black River;Mauritius;01/09/2009 08:10;03/01/2009 04:40;-203.602.778;573.661.111
01/01/2009 04:24;Product3;7500;Amex;Pamela;Skaneateles                 ;NY;United States;12/28/08 17:28;03/01/2009 07:21;4.294.694;-7.642.944
01/08/2009 11:55;Product1;1200;Diners;julie;Haverhill;England;United Kingdom;11/29/06 13:31;03/01/2009 07:28;520.833.333;0.4333333
01/12/2009 21:30;Product1;1200;Visa;Julia ;Madison                     ;WI;United States;11/17/08 22:24;03/01/2009 10:14;4.307.306;-8.940.111
